activity_id,user_id,activity_type,timestamp,duration_sec
745a1cf1-a79d-4a08-99f8-f392bf05a958,u_00593,export_report,2023-11-27T11:02:40,2355
2d67b63b-7322-4d0b-8c97-91092b322163,u_00212,update_profile,2023-09-17T18:10:12,2303
62aaf177-b42e-4c73-b660-a6d337cb6d2c,u_00141,export_report,2023-08-07T14:58:21,2229
f2baf22a-d516-453d-a0c7-406e4ce9c8fb,u_00262,export_report,2023-11-04T04:48:14,2477
9d1d178a-1fdc-4a74-b155-20a8b4f26964,u_00627,view_dashboard,2024-01-21T02:10:44,1425
bb3fe20e-c62e-4259-81f0-f14df1c75e44,u_00041,api_call,2023-09-19T07:24:30,2603
79e80d73-3ad4-4669-bba1-4f292027bbb6,u_00496,export_report,2023-09-12T13:14:31,641
defb3d4b-ddda-4bfe-970f-56558340bbd1,u_00489,update_profile,2023-07-24T08:35:50,1299
2f22e45a-3325-46f7-a267-87d95b45fa88,u_00400,login,2024-01-17T10:41:16,3480
32a589d4-f66a-4071-bf96-61159921d63d,u_00286,update_profile,2023-07-26T06:43:28,1832
aa4932f5-88ff-4298-be44-be0f5f6dfb92,u_00949,login,2023-09-07T17:58:55,573
b845be93-2b2b-4cf3-9a79-114e566d93f0,u_00080,api_call,2023-12-17T11:00:48,395
32767d5c-7a21-4f4e-96f6-abad6ce4a1f4,u_00578,api_call,2023-07-30T20:35:15,2119
d87d70fe-8032-447a-b9fc-a8304b16a9be,u_00098,update_profile,2023-08-28T19:20:08,1262
3a50053c-bfff-4ef6-a1c0-6148ac5a9464,u_00597,login,2023-12-08T05:36:40,1780
bc82dce4-4f1c-48b0-b7f9-59d0f9131264,u_00695,view_dashboard,2023-07-31T10:45:46,1337
1a592fd6-bc4f-4c41-9080-7caac6787d4a,u_00748,login,2023-06-28T06:50:30,1288
ff55f373-cddc-4328-9514-74402d1502f4,u_00370,export_report,2023-12-07T20:41:20,1186
d720f196-5330-45aa-88a9-df4d13c9be3d,u_00778,export_report,2023-08-11T21:42:29,1016
daecc686-b8bc-41e9-8998-f07a28a7adb1,u_00767,view_dashboard,2023-12-31T00:27:01,1160
2958f399-fdf5-4c97-8721-290f5283e90a,u_00031,update_profile,2024-01-20T17:56:43,630
e1635df1-eff8-4706-b8e6-d5362ca9b1af,u_00023,export_report,2023-10-18T17:22:03,2190
c7961146-d4f1-4e91-b4af-09e47668d957,u_00793,update_profile,2023-06-06T06:33:13,3575
dde253da-412d-40e5-a636-8dd4f82630da,u_00781,update_profile,2023-06-14T18:16:22,3005
d47471a5-5945-476d-94a7-6bc1ff336cf7,u_00004,update_profile,2023-09-27T15:52:57,740
d9deb03a-7a1f-4c43-a623-321c0a868304,u_00092,login,2023-09-18T23:32:47,230
e48677b0-129b-41a3-a232-7c471281e001,u_00118,update_profile,2023-12-27T13:03:41,538
44b3f294-91c1-48b1-9ca5-0986f47d0ed2,u_00212,update_profile,2023-09-24T08:17:24,466
5be0f593-d771-4a2a-8f08-b793a66fdab0,u_00605,login,2023-08-24T19:34:43,2150
b3498eff-ea5c-4905-832b-bf50eb1920a5,u_00845,view_dashboard,2023-12-30T08:40:14,582
6907ec29-98ac-459c-ba99-476e59411340,u_00747,login,2023-12-29T16:20:14,2899
9c87eb22-3cf8-482a-89fc-2169f33cdc32,u_00543,export_report,2023-08-30T14:58:34,3500
779aede9-a858-409a-af5f-df646d69b558,u_00489,api_call,2023-10-11T01:29:40,1934
88d8e877-ce07-42f8-9333-9110eb08ba45,u_00721,export_report,2023-09-09T20:05:10,2833
3539fbde-3594-4867-8576-d7c9bded3d5f,u_00433,update_profile,2023-07-31T03:51:06,513
d95a1138-de2a-4b5e-9df7-d667f6e37fb4,u_00077,login,2023-12-16T13:27:11,828
d7c04f6a-9a26-4b8e-a82e-2025210bf9b0,u_00015,view_dashboard,2023-12-27T19:53:10,2839
a0f83298-cbd8-48c0-a586-1d57df719eba,u_00674,api_call,2023-07-21T02:02:06,2967
ba7dd98d-73e3-4851-922a-3a6dc5d53c3a,u_00909,api_call,2023-06-29T00:49:50,3473
9c42aa62-ad29-4d09-892f-5e88f36c75dd,u_00933,view_dashboard,2023-12-09T14:00:35,964
4c3f8b3b-378e-4168-b193-3b45de6b853d,u_00416,view_dashboard,2023-06-03T20:35:46,2141
bbad6e26-14f8-4959-9fa7-4fbcf472a0d3,u_00592,login,2023-07-29T11:55:02,273
1649e178-d766-4ffb-9888-f28eff1f681e,u_00961,view_dashboard,2023-11-25T14:37:11,1196
415e7952-cdc6-4835-9168-f5c11a714121,u_00138,login,2023-11-25T01:12:57,2373
4e5d57e0-3f31-42a2-9f65-bc28d5fc249e,u_00790,update_profile,2023-06-24T12:00:03,2148
8205d3e7-78f5-4221-834d-11b7b35d7b3f,u_00573,export_report,2023-09-04T09:53:33,1247
130b5608-800a-453f-a620-43052883e067,u_00181,export_report,2023-08-27T11:11:49,636
d7cda8d3-93b7-4c5c-a325-ea1c2200a815,u_00629,view_dashboard,2023-10-20T13:02:33,1581
153f1626-658b-4c7f-abde-7d0c102467b6,u_00057,view_dashboard,2023-11-05T12:44:06,1272
ed329876-1cb9-412d-a2fb-5ee2f685eb02,u_00022,view_dashboard,2023-12-27T21:35:03,1030
b27457a0-a6f8-4b5c-a805-fb0c4812443c,u_00729,export_report,2023-07-14T19:11:15,236
9d4bd8cd-50cc-47bf-a674-459aa08705a0,u_00702,update_profile,2023-06-23T12:03:11,91
d6331230-f51b-4502-92e7-738b9969ceaa,u_00062,update_profile,2023-11-20T07:12:36,357
18d6281c-1072-4656-bb5d-1a5169d64080,u_00549,login,2023-07-01T08:09:58,2427
4a3c9525-2d54-48a1-9a03-a7d312dc89c6,u_00184,update_profile,2023-10-04T18:42:29,1315
2f76ac59-a3bf-4627-86c0-2691a997fef0,u_00386,api_call,2023-12-29T03:58:27,1763
5ca269e9-1a2c-422b-b565-c1d1ea7551a2,u_00861,view_dashboard,2023-06-20T17:36:14,144
22f7f25d-fe57-4a96-8982-e2fbeea412b9,u_00985,login,2023-09-11T17:52:27,3397
464092a8-e938-4675-8343-1b3ea4b43c7e,u_00036,export_report,2023-08-20T12:38:56,204
61f89bc6-90b7-4174-8ddb-ece2c8409265,u_00006,update_profile,2023-06-17T03:57:54,1001
a3f1da0f-c902-49b6-ad6e-1a128d1c7af6,u_00527,export_report,2023-06-21T19:23:17,2140
88869861-bab3-4a3b-890e-e9cf57fa7975,u_00617,export_report,2023-07-03T12:26:31,3076
71b8199b-188a-4128-a7c8-a0dd1fd0baf3,u_00113,view_dashboard,2023-06-25T09:55:12,1688
ccfd95e8-8856-4474-8264-7d46e5d82483,u_00864,api_call,2023-08-16T16:44:18,2485
29d01023-4944-4a5c-adfc-d43d06b268a6,u_00720,login,2023-10-21T23:40:15,2874
b482a189-1e4c-4a26-8c73-bea1af8b45b0,u_00842,update_profile,2023-06-10T23:40:25,1317
112cf1af-95ba-424e-96e2-0192f4d15094,u_00506,view_dashboard,2024-01-15T09:38:42,805
4df87215-01e0-4f9d-9446-971d731eaf8a,u_00487,api_call,2023-08-03T16:16:38,1270
7873113b-16dc-438d-b2b7-91a10e085568,u_00777,update_profile,2023-11-12T07:08:05,3400
cde77f58-784b-4a31-9a38-604e129250b0,u_00737,update_profile,2024-01-29T02:25:59,1859
3c6f4612-b624-4588-91b1-081d1041bb2a,u_00129,api_call,2023-12-11T06:58:12,2591
812c7926-3bf2-4525-9c5e-06d250532c0f,u_00219,export_report,2023-11-24T05:59:21,344
aa08962b-b5d5-4d06-8160-b5df40a03df1,u_00456,api_call,2023-11-04T18:20:06,808
3573d4a5-1277-46d0-884a-8b20905a7044,u_00257,login,2023-08-22T10:17:52,1308
4292e4c1-27e5-414c-8641-93af5c52a665,u_00696,api_call,2023-12-09T05:18:18,2041
3429fac6-498c-4af6-b573-dd5fe87d6850,u_00512,export_report,2023-06-17T21:58:51,13
66dce62c-bd94-4fdf-8c10-0b1c9c8925f2,u_00762,update_profile,2023-06-12T23:53:25,425
3b0a246a-d886-42e6-8fc8-691307581027,u_00394,export_report,2023-11-01T14:15:17,717
ae444c14-3ace-4f15-a15a-a847a839ee56,u_00811,export_report,2023-08-01T02:13:01,1010
42083a64-9892-4a73-979d-bb280b0258ad,u_00804,login,2023-07-22T12:21:40,1209
c302c95b-2d30-47e6-9d51-4714d5b83264,u_00620,api_call,2023-11-25T15:28:12,3166
42789d8c-5fb5-4dc0-92f8-e0243e4700db,u_00149,view_dashboard,2023-07-16T21:17:42,3404
3e0ab6f1-016e-4f88-ac13-d6fa683fcb22,u_00974,view_dashboard,2023-10-31T10:14:58,544
e6315f7d-6ddd-4db2-a822-4c1444d7a0fa,u_00699,export_report,2023-07-04T19:57:39,39
cf5ddf4c-d10b-421b-9bd5-61a057795183,u_00034,api_call,2023-11-21T04:19:20,942
6d3dcd0a-493b-419b-b833-c48d64d881df,u_00957,update_profile,2024-01-03T15:27:31,3037
24cf8091-be59-49fd-b9eb-746a718a52ce,u_00744,export_report,2023-07-17T23:08:32,1312
ff1fa39b-4ce4-4a07-8cea-134bca708e73,u_00946,api_call,2024-01-23T21:47:25,937
a0eab86e-5a05-4172-992d-44853d15e5f9,u_00908,view_dashboard,2023-10-16T20:48:48,1987
200eda45-8b3f-41d5-b344-d5812ad6cc64,u_00850,update_profile,2023-11-05T18:41:05,2555
880d3259-effb-4b69-8afa-4a2bf167f574,u_00678,update_profile,2023-08-02T22:38:38,1501
a040d6d0-8d5b-486c-87b9-46e6410bba78,u_00004,export_report,2023-09-07T22:02:23,502
63439a58-acdc-4aa2-8342-cca0ef255682,u_00254,view_dashboard,2023-09-19T22:02:50,1379
2f904d50-35eb-4174-b2c4-0552561801fa,u_00214,api_call,2023-06-06T10:51:07,1622
2a81d38d-5269-4a3c-9cab-7e21fa4dc114,u_00734,export_report,2023-10-17T06:40:33,1959
4c615353-58e0-43b9-85a6-839dbfb5cfb0,u_00149,view_dashboard,2024-01-30T10:14:05,3105
40a3751c-861a-4f2a-b491-65d8349f7b80,u_00858,view_dashboard,2024-01-13T00:19:01,1337
c90d55be-a68e-4530-b362-16d169f83840,u_00118,export_report,2023-06-16T10:24:44,2927
07210696-3c2d-4fce-85fb-61ef07f414f9,u_00042,view_dashboard,2023-08-16T16:41:51,1844
4fd69e90-fb8c-49ff-beb8-8b723d91b223,u_00074,login,2023-06-23T06:39:23,2712
d141331e-a0b5-47d7-a073-34c804e73473,u_00008,export_report,2023-10-03T17:08:14,2855
81eae00b-48e5-43b6-97b1-8650b74ee961,u_00900,export_report,2023-11-07T10:28:43,67
691b7df2-1487-4e29-b90a-30ffe7fe74bd,u_00955,update_profile,2023-07-18T01:28:29,1320
e2e256b8-aad0-451b-bebe-9187b0bc7bf9,u_00814,api_call,2023-11-21T22:01:42,236
6f8573a9-c8b6-459d-aa51-68ed421c7362,u_00476,view_dashboard,2023-09-14T08:26:48,944
7e60fe68-8938-48a7-a9db-5c6273ff6772,u_00334,login,2023-08-15T17:01:08,656
94e384bd-4c92-41b7-98a2-be75bff6ab94,u_00936,export_report,2024-01-12T05:40:52,2784
50889fa0-e939-4cfd-b1fc-631107e22d7f,u_00714,export_report,2023-11-09T11:31:39,1725
d0ad33fa-32b9-4dfb-b0dd-0611a285fa24,u_00185,api_call,2023-10-07T04:53:10,1846
01ee6e80-ed2c-4eb2-be64-0529d8ff3ab5,u_00017,export_report,2023-11-30T19:45:03,1408
27d070ec-be62-4d39-85d9-4de46572ccba,u_00274,export_report,2023-09-08T01:10:10,2803
d34e6154-ed4d-494d-9f5e-28a849f3c99b,u_00228,api_call,2023-08-15T15:18:35,3441
2226a789-3ca6-48b2-bd4c-c9df8b49f41e,u_00104,export_report,2023-11-19T00:53:34,2533
9878fe8f-4448-4bc9-936d-4678ce1c212c,u_00655,view_dashboard,2023-06-13T23:59:59,2918
877081a8-66a8-4848-9ab3-18de88bc1890,u_00631,login,2023-11-13T15:30:22,1503
aa5b28ba-5fd3-43ec-bbca-85f7460dc013,u_00663,update_profile,2024-01-30T04:15:29,1069
833668c9-8154-47db-9dd3-3fbda37b6561,u_00303,view_dashboard,2024-01-12T10:05:33,3507
86f08653-6af9-4942-a065-a915534383e5,u_00962,update_profile,2023-10-05T07:30:24,850
97efa90c-506b-4bae-9735-6e9ccd3e1b10,u_00989,login,2023-09-07T08:28:23,1879
0c5717f9-812e-4690-91a0-19713b2b14ac,u_00557,export_report,2023-06-18T11:23:51,613
fd096cd5-8402-4860-af8e-2235b41b92ab,u_00028,login,2023-06-04T14:38:16,2006
336f34b3-4030-4ffe-a555-7d37442e8cac,u_00349,update_profile,2023-08-09T20:44:54,1911
d58a6ce8-d9d3-4934-bc83-aea3e497e4c6,u_00238,update_profile,2023-12-14T02:57:31,351
c9980c74-3a1d-45b2-bebd-c864882e9a17,u_00623,view_dashboard,2023-11-22T19:44:12,1244
72f5232c-829c-431f-8b60-b3eae7ccd42d,u_00706,export_report,2023-09-20T07:49:33,3585
a477a1fc-f45b-4e9a-a900-ce6a9b5d84e2,u_00517,login,2023-11-18T09:11:18,1879
ed519a9e-4d7c-4460-86d4-555293a34067,u_00527,view_dashboard,2023-07-05T11:22:09,3192
0802fd62-9680-4a20-b9bf-a19ebc2f9bb0,u_00058,update_profile,2023-09-20T13:10:16,794
fcc136e9-211e-44dc-8300-12c4535d4567,u_00405,api_call,2023-08-27T22:38:49,356
bfefffb0-f07e-4133-b74d-b90dc9d1df0b,u_00402,update_profile,2023-06-17T14:08:24,73
b9457713-984b-4bf9-b6f5-9a8ea85e172b,u_00201,view_dashboard,2023-08-28T10:33:45,212
2b356130-2be4-488a-b656-084c4c1ca0f0,u_00693,export_report,2023-07-27T06:50:04,673
6407960c-aaab-4521-9715-dedbbf9ac257,u_00373,api_call,2023-09-06T22:35:52,1889
46d9148d-fc70-47a2-8031-7339925d5ad2,u_00351,api_call,2023-07-24T21:48:16,1278
61ea5f37-6b9a-497a-9abb-29ca72f83d89,u_00913,api_call,2023-11-24T19:56:39,1399
3efbcc0b-6e9d-41dd-80e4-0f76c82ede54,u_00926,login,2023-10-31T13:24:41,3181
a256ac6d-c314-48a0-ab6a-4044ab20b78e,u_00966,update_profile,2023-10-26T23:26:13,1149
fe16f152-566b-4ab5-9021-3886bf592bc7,u_00434,export_report,2023-10-17T06:32:13,397
2429911f-315b-4bf4-a1fe-0cf009cb3726,u_00378,view_dashboard,2023-10-13T00:26:14,3322
2e537329-8847-4120-b443-7843fed35244,u_00852,view_dashboard,2023-09-09T23:15:17,2508
b248abb9-10b6-476a-94b2-22a07c7e5ae1,u_00844,update_profile,2023-06-19T09:02:03,2610
d5422832-72d6-475c-bbd6-5502cee20b65,u_00686,update_profile,2023-12-05T05:37:51,3010
1def8a89-814a-4d40-9562-651dbb431b09,u_00333,api_call,2023-08-26T08:10:00,1584
4ae94f13-f537-48aa-ab04-f5077d71ea46,u_00461,login,2023-10-20T04:09:44,650
a688aba6-bbb5-426e-a7d8-ece6815185b5,u_00880,update_profile,2023-06-30T17:04:14,3128
08e82cf7-2402-431a-af7f-564de1ab3f75,u_00711,update_profile,2024-01-03T23:36:29,2994
bae62fe6-6b4e-43c4-9acd-e71e1fcef3f6,u_00030,update_profile,2023-06-10T17:55:45,2981
d7a1e2eb-eac6-43db-8554-a3aa53d9f9c4,u_00592,api_call,2024-01-01T02:53:58,2929
749146bd-03a9-4171-ac8d-33bcf7147bda,u_00252,login,2023-10-13T20:48:55,2519
75c8ca55-ee45-42b1-9e5b-4637b6703db7,u_00605,api_call,2023-07-19T22:36:40,421
0a0d80e0-4c46-44fd-aed7-c875f5abc577,u_00162,update_profile,2024-01-15T06:10:22,3455
829e8779-9cfe-4fa5-b6d7-db4a87703915,u_00843,api_call,2023-09-14T20:17:04,2929
7c6738f4-b55e-4ac4-a776-6a01b30138d3,u_00376,update_profile,2023-11-26T07:17:30,1915
4ffcd989-3b75-4818-a37d-8585b5362e2a,u_00433,view_dashboard,2023-12-30T20:39:19,3134
f346cdac-2fcb-49a2-8bc7-7066da829668,u_00438,export_report,2024-01-15T14:39:15,2135
5ab8422e-a05e-4c1e-bef0-e2952c4d2fc4,u_00276,update_profile,2023-09-01T10:43:45,122
e8518cba-7916-42b6-b46a-9006c498a7f5,u_00172,api_call,2023-12-18T06:01:02,1477
6b64a9db-bd0b-40cd-8164-66817f2fdec7,u_00720,export_report,2023-11-19T17:50:57,1345
b953f085-cb85-4692-8871-8c7ce4bafa4e,u_00083,export_report,2023-07-04T20:48:57,703
fa8766ca-2c43-47c0-ac17-e347eff516dc,u_00774,login,2023-08-25T09:10:33,1759
fcbab8d9-fe7a-4ec9-bd14-7f061e89dcba,u_00112,update_profile,2023-07-05T01:57:49,519
ea03a929-7cde-482d-8dac-80998c2e8d4c,u_00963,login,2023-10-27T08:53:58,642
3274b9a9-6b7b-4390-be6a-a3d14673650a,u_00917,update_profile,2023-12-11T00:11:05,1451
f56ea40b-cb7f-4c3b-8e3e-5368d5439f4b,u_00517,export_report,2023-08-24T21:58:49,2533
52a1acb2-62af-49af-bc4f-4e2cff0a05d8,u_00175,api_call,2023-12-05T19:46:38,2940
d4068771-5f8d-4efb-ab30-7c0e2cd135e3,u_00479,api_call,2023-09-16T08:45:50,118
58786dab-b87b-446b-b2ce-0aa7b5b3307a,u_00915,api_call,2023-12-17T21:12:05,2280
202186cd-70da-49f7-a8e4-f67e00acac03,u_00128,export_report,2023-07-21T03:42:38,806
6276c8c3-594e-486f-92c1-c4ac005f3883,u_00102,api_call,2024-01-01T20:01:03,2749
7f814a82-bd5a-4bae-8346-60192d51a8eb,u_00503,update_profile,2023-12-29T23:27:18,2316
5bdb376f-7dfa-4c1e-b619-28daaf809c6a,u_00218,api_call,2023-07-20T15:54:20,2734
dc56397a-1298-4a18-9e5d-89935c7f1f7e,u_00073,api_call,2023-10-02T02:25:25,3007
dd6fb3fc-cf08-4754-b47c-2cb4fdb3b4eb,u_00757,export_report,2023-07-09T19:05:04,2006
086ed475-01b1-4a71-bb6c-5495d852a16d,u_00762,export_report,2023-11-15T18:28:57,1079
c5b6ac5b-af02-48ac-a38e-aaaef8c79a2a,u_00925,export_report,2023-09-04T08:54:47,1558
d848db70-1e36-4e2b-9f1d-48d32dd07c25,u_00452,update_profile,2023-10-09T19:26:17,147
748a7fd2-072c-414d-92db-b351fbf00c39,u_00483,login,2023-09-28T23:58:21,3090
73aacd48-7435-4822-abe8-5cd628b782ac,u_00024,api_call,2023-10-31T15:21:04,1576
e97633d9-c80d-4dab-b06b-9f39d86c8353,u_00698,update_profile,2023-07-06T01:53:04,1140
34790748-322e-4872-a29e-265dbc007478,u_00401,api_call,2023-08-11T08:48:42,2132
0e1a0817-6e28-456c-8cd6-7367f0219b67,u_00473,view_dashboard,2023-11-20T06:37:09,473
28c6ed07-c404-4d50-a7df-80a125d549a4,u_00509,export_report,2023-12-14T06:42:11,2199
a101dec1-e30c-451a-9487-bfea51ad61e6,u_00154,api_call,2023-09-12T14:09:23,470
4ac8af92-dd4d-474e-a554-a69280a288db,u_00487,update_profile,2023-08-18T19:18:10,1469
3d55b7bd-e287-4eeb-8825-5a93e4fb8ced,u_00495,update_profile,2024-01-04T18:32:49,2108
edfbec7b-4bf9-45ea-a2ad-41c7aedfcd47,u_00174,view_dashboard,2023-07-16T03:52:31,436
89e9903a-e866-4e04-8dc6-971fc3fb30ed,u_00512,view_dashboard,2023-07-04T06:07:20,2542
a8da8bb0-351c-422e-85ef-45b00cb1c3ff,u_00193,view_dashboard,2023-08-31T01:28:55,2397
0ae46984-eed5-41ef-beff-48dbd0366777,u_00055,login,2023-12-25T13:12:10,3316
44aefc6f-bac5-4f45-8f79-6b4cc68cf7f7,u_00347,export_report,2023-06-09T15:31:44,919
9533ccd0-79f5-4220-a329-c6acbe4d28bf,u_00440,update_profile,2023-11-14T21:51:42,2417
206d132e-81a9-4f8e-bd54-934b5de5077f,u_00617,api_call,2023-06-13T00:43:48,628
6cf7bbce-f00c-46fb-9db8-1f57f9f0d735,u_00370,update_profile,2023-10-24T19:47:07,1387
6f9e7473-b35a-4a50-9795-3b2037c848c1,u_00533,api_call,2023-07-16T03:03:05,1451
32b819fd-f0b6-4bc5-b3ad-0e293a09f60e,u_00782,api_call,2024-01-11T00:44:38,3076
18bdfb4b-8120-44aa-bc8a-fd679e84b28d,u_00746,login,2023-09-30T09:07:17,2221
848f30b3-38b8-4942-9c18-c95d0f2f56f4,u_00062,update_profile,2023-12-21T06:37:26,3262
756a8a48-944b-4cb1-8f6a-da18844cfc8e,u_00746,api_call,2023-11-26T14:29:12,1272
1b723710-40a4-4b92-a518-629543ae469f,u_00802,export_report,2023-08-13T12:58:47,1665
e3a8b972-d3f3-4b0b-9bce-68252bb7361e,u_00006,update_profile,2023-11-10T01:46:48,3351
cc16ad21-db6f-483d-a4e4-8cbaecaa7db6,u_00938,login,2023-12-30T05:15:59,2048
accfa1a4-6dbe-4704-8f9d-23b824d81eb9,u_00972,view_dashboard,2023-11-11T10:07:17,2361
72fde45c-5e03-4cf5-9450-3821a6d82422,u_00184,api_call,2023-12-25T22:06:54,1486
136b543f-48f1-40eb-b58e-482ad2664fdf,u_00387,view_dashboard,2024-01-11T04:53:48,3155
21fa2e55-9e2d-4962-9983-e04e6b792463,u_00300,api_call,2023-08-23T05:15:33,2965
18e677f7-8b90-4309-9912-53a4e6941f91,u_00584,view_dashboard,2023-11-08T12:09:17,247
02a76951-5ea5-4251-9ee9-0082b3b4a8a3,u_00657,api_call,2023-11-28T18:27:15,1831
c29a86af-cbcc-4230-ba41-b8017b2b1fb3,u_00282,export_report,2023-10-05T13:42:12,2613
b6a724f0-b958-465d-beaa-d3c7c5c3dc74,u_00953,api_call,2023-11-29T01:09:27,1691
58c4e7ec-8867-4dde-965b-d95cef17d515,u_00191,view_dashboard,2023-10-15T06:02:42,324
445c28c9-ccb8-47cb-9f9b-99aeab99160d,u_00608,export_report,2023-07-09T01:43:03,2936
a59bd81c-9137-40d5-9082-f9bd8a8b0168,u_00500,api_call,2023-10-05T08:10:02,3210
45ddd8e0-bd8c-4afe-a23c-b2503f3ff593,u_00002,export_report,2024-01-05T19:21:06,1447
898f04b8-5b38-4a70-baef-5083280ae523,u_00778,export_report,2023-12-14T21:39:47,2481
f98e947b-9854-4c33-8fa5-d0e61c7cc0d4,u_00520,api_call,2023-11-06T00:25:46,1886
0140d63c-ceab-4689-8b4e-a80acb9a012e,u_00190,login,2024-01-23T20:21:17,3178
0ce4d053-2356-4e4a-aaac-f5ed634e8eed,u_00785,api_call,2023-12-25T19:58:46,2055
e314225a-6f55-402f-93ef-7c4e429e2819,u_00548,api_call,2023-10-08T21:47:57,1512
3e3c2bec-5dac-4e96-8989-2dbab2dcfa61,u_00105,login,2023-09-24T03:48:20,2898
73359ed3-dde0-4ea0-911b-cde560c4b406,u_00343,export_report,2023-10-15T17:08:47,3503
38bf8982-1dd5-4611-97de-9c79a882cc0c,u_00533,login,2023-10-11T17:05:28,2366
916bb074-3a82-4d82-b67c-85401ab8204f,u_00697,login,2023-12-08T10:40:26,102
95195c7a-b684-4535-b16c-0bfc111b9b50,u_00246,api_call,2023-12-19T07:02:43,2516
5f39309f-7ed6-4747-b80c-d509f31bcd0f,u_00811,view_dashboard,2024-01-19T22:36:17,510
a1e22ffb-acfa-4d79-b817-46c8570e070b,u_00365,export_report,2024-01-28T21:21:18,1774
5e2028be-ea9b-46d7-98a6-6bd9fbf5c99b,u_00525,view_dashboard,2023-11-18T17:41:59,208
